College Name,Subject Code,Subject Name,Topics Covered
Mahatma Gandhi Institute of Technology (MGIT),CS301PC,DATA STRUCTURES,"Introduction to Data Structures, abstract data types, Linear list singly linked list implementation, insertion, deletion and searching operations on linear list, Stacks- Operations, array and linked representations of stacks, stack applications, Queues- operations, array and linked representations , Dictionaries: linear list representation, skip list representation, operations - insertion, deletion and searching. Hash Table Representation: hash functions, collision resolution-separate chaining, open addressing-linear probing, quadratic probing, double hashing, rehashing, extendible hashing. , Search Trees: Binary Search Trees, Definition, Implementation, Operations- Searching, Insertion and Deletion, B- Trees, B+ Trees, AVL Trees, Definition, Height of an AVL Tree, Operations Insertion, Deletion and Searching, Red Black, Splay Trees , Graphs: Graph Implementation Methods. Graph Traversal Methods. Sorting: Quick Sort, Heap Sort, External Sorting- Model for external sorting, Merge Sort. , Pattern Matching and Tries: Pattern matching algorithms-Brute force, the Boyer Moore algorithm, the Knuth-Morris-Pratt algorithm, Standard Tries, Compressed Tries, Suffix tries."
Mahatma Gandhi Institute of Technology (MGIT),CS302PC,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,"Object oriented thinking and Java Basics- Need for oop paradigm, summary of oop concepts, coping with complexity, abstraction mechanisms. A way of viewing world Agents, responsibility, messages, methods, History of Java, Java buzzwords, data types, variables, scope and lifetime of variables, arrays, operators, expressions, control statements, type conversion and casting, simple java program, concepts of classes, objects, constructors, methods, access control, this keyword, garbage collection, overloading methods and constructors, method binding, inheritance, overriding and exceptions, parameter passing, recursion, nested and inner classes, exploring string class. , Inheritance, Packages and Interfaces Hierarchical abstractions, Base class object, subclass, subtype, substitutability, forms of inheritance specialization, specification, construction, extension, limitation, combination, benefits of inheritance, costs of inheritance. Member access rules, super uses, using final with inheritance, polymorphism- method overriding, abstract classes, the Object class. Defining, Creating and Accessing a Package, Understanding CLASSPATH, importing packages, differences between classes and interfaces, defining an interface, implementing interface, applying interfaces, variables in interface and extending interfaces. Exploring java.io. , Exception handling and Multithreading-- Concepts of exception handling, benefits of exception handling, Termination or resumptive models, exception hierarchy, usage of try, catch, throw, throws and finally, built in exceptions, creating own exception subclasses. String handling, Exploring java.util. Differences between multithreading and multitasking, thread life cycle, creating threads, thread priorities, synchronizing threads, inter thread communication, thread groups, daemon threads. Enumerations, autoboxing, annotations, generics , Event Handling: Events, Event sources, Event classes, Event Listeners, Delegation event model, handling mouse and keyboard events, Adapter classes. The AWT class hierarchy, user interface components- labels, button, canvas, scrollbars, text components, check box, checkbox groups, choices, lists panels scrollpane, dialogs, menubar, graphics, layout manager layout manager types border, grid, flow, card and grid bag. , Applets Concepts of Applets, differences between Applets and applications, life cycle of an applet, types of Applets, creating Applets, passing parameters to Applets. Swings Introduction, limitations of AWT, MVC architecture, components, containers, exploring swing- JApplet, JFrame and JComponent, Icons and Labels, text fields, buttons The JButton class, Check boxes, Radio buttons, Combo boxes, Tabbed Panes, Scroll Panes, Trees, and Tables."
Mahatma Gandhi Institute of Technology (MGIT),CS305PC,COMPUTER ORGANIZATION AND ARCHITECTURE,"Digital Computers: Introduction, Block diagram of Digital Computer, Definition of Computer Organization, Computer Design and Computer Architecture. Register Transfer Language and Micro operations: Register Transfer language, Register Transfer, Bus and memory transfers, Arithmetic Micro operations, logic micro operations, shift micro operations, Arithmetic logic shift unit. Basic Computer Organization and Design: Instruction codes, Computer Registers Computer instructions, Timing and Control, Instruction cycle, Memory Reference Instructions, Input Output and Interrupt. , Microprogrammed Control: Control memory, Address sequencing, micro program example, design of control unit. Central Processing Unit: General Register Organization, Instruction Formats, Addressing modes, Data Transfer and Manipulation, Program Control. , Data Representation: Data types, Complements, Fixed PointRepresentation, Floating Point Representation. Computer Arithmetic: Addition and subtraction, multiplication Algorithms, Division Algorithms, Floating point Arithmetic operations. Decimal Arithmetic unit, Decimal Arithmetic operations. , Input-Output Organization: Input-Output Interface, Asynchronous data transfer, Modes of Transfer, Priority Interrupt Direct memory Access. Memory Organization: Memory Hierarchy, Main Memory, Auxiliary memory, Associate Memory, Cache Memory. , Reduced Instruction Set Computer: CISC Characteristics,RISCCharacteristics. Pipeline and Vector Processing: Parallel Processing, Pipelining, Arithmetic Pipeline, Instruction Pipeline, RISC Pipeline, Vector Processing, Array Processor. Multi Processors: Characteristics of Multiprocessors, Interconnection Structures, Interprocessor arbitration, Interprocessor communication and synchronization, Cache Coherence."
Mahatma Gandhi Institute of Technology (MGIT),MS401HS,Business Economics and Financial Analysis,"Introduction to Business and Economics: Economics: Significance of Economics, Micro and Macro Economic Concepts, National Income - Concepts and Importance, Inflation, Business Cycle - Features and Phases. Business: Structure of Business Firm, Types of Business Entities: Sole Proprietorship Partnership Cooperative Societies - Limited Liability Companies; Sources of Capital Conventional sources and Non-Conventional Sources of Finance. Business Economics: Nature and Scope of Business Economics, Role of Business Economist, Multidisciplinary nature of Business Economics. , Demand and Supply Analysis: Demand Analysis: Demand - Meaning, Determinants of Demand, Law of Demand, Exceptions to Law of Demand, Demand Function, Changes in Demand: Increase in Demand and decrease in Demand - Extension and Contraction in Demand. Elasticity of Demand: Elasticity Meaning, Types of Elasticity Price Elasticity Income Elasticity Cross Elasticity Advertising Elasticity of Demand, Factors affecting Elasticity of Demand, Measurement and Significance of Elasticity of Demand, Role of Elasticity of Demand in Decision Making. Demand Forecasting: Characteristics of Good Demand Forecasting, Steps in Demand Forecasting, Methods of Demand Forecasting Survey Methods and Statistical Methods. Supply Analysis: Supply Meaning, Determinants of Supply, Supply Function and Law of Supply. , Production, Cost, Market Structures & Pricing: Production Analysis: Production Meaning, Factors of Production, Production Function, Production Function with one variable input and two variable inputs, Returns to Scale, Cobb-Douglas Production Function. Cost analysis: Cost Meaning, Types of Costs, Short run and Long run Cost Functions. Market Structures: Nature of Competition. Features of Perfect competition, Monopoly, Oligopoly, and Monopolistic Competition. Pricing: Pricing -Meaning, Objectives of Pricing, and Pricing Methods Cost based Pricing Methods Demand based pricing methods Competition based Pricing Methods Strategy based Pricing Methods - Product Life Cycle based Pricing, Break Even Analysis (simple problems) and Cost Volume Profit Analysis. , Financial Accounting: Accounting concepts and Conventions, Accounting Equation, Double-Entry system of Accounting, Rules for Maintaining Books of Accounts, Journal, Posting to Ledger, Preparation of Trial Balance, Elements of Financial Statements, Preparation of Final Accounts along with Adjustments Trading Account and Profit & Loss account Balance Sheet (simple problems). , Financial Analysis through Ratios: Concept of Ratio Analysis, Importance, Liquidity Ratios-Current Ratio Quick Ratio Absolute Liquid Ratio, Profitability Ratios Gross Profit Ratio Net Profit Ratio Operating Ratio, Turnover Ratios Stock Turnover Ratio Debtors Turnover Ratio Creditors Turnover Ratio, Leverage Ratios Debt-to-Assets Ratio - Debt-Equity Ratio - Proprietary Ratios and Interpretation (simple problems)."
Mahatma Gandhi Institute of Technology (MGIT),CS401PC,DISCRETEMATHEMATICS,"Mathematical logic: Introduction, Statements and Notation, Connectives, Normal Forms, Theory of Inference for the Statement Calculus, The Predicate Calculus, Inference Theory of the Predicate Calculus , Set theory: Introduction, Basic Concepts of Set Theory, Representation of Discrete Structures, Relations and Ordering, Functions. , Algebraic Structures: Introduction, Algebraic Systems, Semi groups and Monoids, Lattices as Partially Ordered Sets, Boolean Algebra. , Elementary Combinatorics: Basics of Counting, Combinations and Permutations, Enumeration of Combinations and Permutations, Enumerating Combinations and Permutations with Repetitions, Enumerating Permutation with Constrained Repetitions, Binomial Coefficient, The Binomial and Multinomial Theorems, The Principle of Exclusion. , Graph Theory: Basic Concepts, Isomorphism and Subgraphs, Trees and their Properties, Spanning Trees, Directed Trees, Binary -graphs and Euler Circuits, Hamiltonian Graphs, Chromatic Numbers, The Four-Color Problem."
Mahatma Gandhi Institute of Technology (MGIT),CS402PC,OPERATINGSYSTEMS,"Operating System - Introduction, Structures - Simple Batch, Multiprogrammed, Time- shared, Personal Computer, Parallel, Distributed Systems, Real-Time Systems, System components, Operating System services, System Calls and its types, system programs, OS Design and implementation, OS Structures. Process Process, Process states, PCB, Scheduling Queues, Schedulers, Operations on Processes, Threads. , CPU Scheduling: Scheduling Criteria, Scheduling Algorithms, Multiple -Processor Scheduling. System call interface for process management-fork, exit, wait, waitpid, exec Deadlocks - System Model, Deadlocks Characterization, Methods for Handling Deadlocks, Deadlock Prevention, Deadlock Avoidance, Deadlock Detection, and Recovery from Deadlock. , Process Management and Synchronization: The Critical Section Problem, Synchronization Hardware, Semaphores, and Classical Problems of Synchronization, Critical Regions, Monitors Interprocess Communication Mechanisms: IPC between processes on a single computer system, IPC between processes on different systems, using pipes, FIFOs, message queues, shared memory. , Memory Management and Virtual Memory: Logical versus Physical Address Space, Swapping, Contiguous Allocation, Paging, Segmentation, Segmentation with Paging, Demand Paging, Page Replacement, Page Replacement Algorithms. , File System Interface and Operations: -Access methods, Directory Structure, Protection, File System Structure, Allocation methods, Free-space Management. Usage of open, create, read, write, close, lseek, stat, ioctl system calls"
Mahatma Gandhi Institute of Technology (MGIT),CS404PC,DATABASE MANAGEMENT SYSTEMS,"Database System Applications: A Historical Perspective, File Systems versus a DBMS, the Data Model, Levels of Abstraction in a DBMS, Data Independence, Structure of a DBMS Introduction to Database Design: Database Design and ER Diagrams, Entities, Attributes, and Entity Sets, Relationships and Relationship Sets, Additional Features of the ER Model, Conceptual Design With the ER Model. , Introduction to the Relational Model: Integrity constraint over relations, enforcing integrity constraints, querying relational data, logical database design, introduction to views, destroying/altering tables and views. Relational Algebra, Tuple relational Calculus, Domain relational calculus. , SQL: QUERIES, CONSTRAINTS, TRIGGERS: form of basic SQL query, UNION, INTERSECT, and EXCEPT, Nested Queries, aggregation operators, NULL values, complex integrity constraints in SQL, triggers and active databases. Schema Refinement: Problems caused by redundancy, decompositions, problems related to decomposition, reasoning about functional dependencies, First, Second, Third normal forms, BCNF, lossless join decomposition, multivalued dependencies, Fourth normal form, Fifth normal form , Transaction Concept, Transaction State, Implementation of Atomicity and Durability, Concurrent Executions, Serializability, Recoverability, Implementation of Isolation, Testing for serializability, Lock Based Protocols, Timestamp Based Protocols, Validation- Based Protocols, Multiple Granularity, Recovery and Atomicity, Log Based Recovery, Recovery with Concurrent Transactions. , Data on External Storage, File Organization and Indexing, Cluster Indexes, Primary and Secondary Indexes, Index data Structures, Hash Based Indexing, Tree based Indexing, Comparison of File Organizations, Indexes- Intuitions for tree Indexes, Indexed Sequential Access Methods (ISAM), B+ Trees: A Dynamic Index Structure."
Mahatma Gandhi Institute of Technology (MGIT),CS405PC,SOFTWAREENGINEERING,"Introduction to Software Engineering: The evolving role of software, changing nature of software, software myths. A Generic view of process: Software engineering- a layered technology, a process framework, the capability maturity model integration (CMMI). Process models: The waterfall model, Spiral model and Agile methodology , Software Requirements: Functional and non-functional requirements, user requirements, system requirements, interface specification, the software requirements document. Requirements engineering process: Feasibility studies, requirements elicitation and analysis, requirements validation, requirements management. , Design Engineering: Design process and design quality, design concepts, the design model. Creating an architectural design: software architecture, data design, architectural styles and patterns, architectural design, conceptual model of UML, basic structural modeling, class diagrams, sequence diagrams, collaboration diagrams, use case diagrams, component diagrams. , Testing Strategies: A strategic approach to software testing, test strategies for conventional software, black-box and white-box testing, validation testing, system testing, the art of debugging. Metrics for Process and Products: Software measurement,metricsfor software quality. , Risk management: Reactive Vs proactive risk strategies, software risks, risk identification, risk projection, risk refinement, RMMM. Quality Management: Quality concepts, software quality assurance, software reviews, formal technical reviews, statistical software quality assurance, software reliability, the ISO quality standards.."
Mahatma Gandhi Institute of Technology (MGIT),MC401HS,CONSTITUTION OF INDIA,"History of Making of the Indian Constitution-History ofDrafting Committee. , Philosophy of the Indian Constitution- Preamble SalientFeatures , Contours of Constitutional Rights & Duties - Fundamental Rights Right to Equality Right to Freedom Right against Exploitation Right to Freedom of Religion Cultural and Educational Rights Right to Constitutional Remedies Directive Principles of State Policy Fundamental Duties. , Organs of Governance: Parliament, Composition, Qualifications and Disqualifications, Powers and Functions, Executive, President, Governor, Council of Ministers, Judiciary, Appointment and Transfer of Judges, Qualifications, Powers and Functions , Introduction, Mayor and role of Elected Representative, CEO of Municipal Corporation. Panchayat raj: Introduction, PRI: Zila Panchayat. Elected officials and their roles, CEO ZilaPanchayat: Position and role. Block level: Organizational Hierarchy (Different departments), Village level: Role of Elected and Appointed officials, Importance of grass root democracy , Election Commission: Election Commission:Role and Functioning. Chief Election Commissioner and Election Commissioners. State Election Commission: Role andFunctioning.Institute and Bodies for the welfare of SC/ST/OBC and women. Suggested Reading: . The Constitution of India, (Bare Act), Government Publication. . Dr. S. N. Busi, Dr. B. R. Ambedkar framingof Indian Constitution, 1st Edition, . . M. P. Jain, Indian Constitution Law, 7th Edition.,LexisNexis, . . D.D. Basu, Introduction to the Constitution ofIndia,Lexis Nexis, ."
Mahatma Gandhi Institute of Technology (MGIT),CS501PC,ALGORITHM DESIGN AND ANALYSIS,"Introduction: Algorithm, Pseudo code for expressing algorithms, Performance Analysis-Space complexity, Time complexity, Asymptotic Notation- Big oh notation, Omega notation, Theta notation and Little oh notation. Divide and conquer: General method, applications-Binary search, Quick sort, Merge sort, Stassens matrix multiplication. , Sets and Disjoint Set Unions: Introduction, Union and Find Operations with algorithms. Greedy method: General method, applications-Job sequencing with deadlines, knapsack problem, Minimum cost spanning trees-Prim and rascals Algorithm, Single source shortest path problem. , Dynamic Programming: General method, applications- Multistage Graphs, Optimal binary search trees, / knapsack problem, All pairs shortest path problem, The Traveling Sales Person problem, Reliability design. , Backtracking: General method, applications- The -Queens problem, sum of subsets problem, graph coloring, Hamiltonian cycles. Branch and Bound: General method, applications - / knapsack problem- LC Branch and Bound solution, FIFO Branch and Bound solution, Travelling sales person problem , Hyderabad M G I T ( A ) , H y d e r a b a d MR- B.Tech. CSE , NP-Hard and NP-Complete problems: Basic concepts, Nondeterministic algorithms, The classes NP - Hard and NP- Complete, Cooks theorem, NP-Hard Graph Problems-Clique Decision Problem (CDP), Node cover decision problem."
Mahatma Gandhi Institute of Technology (MGIT),CS502PC,COMPUTER NETWORKS,"Network Hardware: Local Area Networks, Metropolitan Area Networks, Wide Area Networks, Internetwork. Network software: Protocol Hierarchies, Design Issues for the Layers, Connection-Oriented and Connectionless Services. Reference Models: OSI, TCP/IP Reference models, Comparison of OSI and TCP/IP Models Example Networks: ARPANET, Internet. Physical Layer: Guided Transmission media: Magnetic Media, Twisted pairs, Coaxial Cable, Fiber Optics, Unguided Transmission Media: Radio waves, Microwaves, Infrared. , Data link layer: Design issues, Framing: Character Count, Character Stuffing, Bit Stuffing Error Detection and Correction: Block Codes, Simple Parity Check, LRC, Hamming Distance, Checksum, Hamming Code, CRC, Elementary data link protocols: simplex protocol, A simplex stop and wait protocol for an error-free channel, A simplex stop and wait protocol for noisy channel. Sliding Window protocols: Pipelining, Piggybacking, A one-bit sliding window protocol, A protocol using Go-Back-N, A protocol using Selective Repeat, Medium Access sub layer: The channel allocation problem, Multiple access protocols: ALOHA, Carrier sense multiple access protocols, collision free protocols. Wireless LANs, Connecting devices at the data link layer. , Network Layer: Design issues, Routing algorithms: shortest path routing, Flooding, Hierarchical routing, Broadcast, Multicast, distance vector routing, Link State Routing, Congestion Control Algorithms: Approaches to Congestion Control, Traffic aware routing, Admission Control, Traffic throttling, Load shedding. Quality of Service: Traffic Shaping, Packet scheduling, Admission Control, Integrated services, Differentiated Services, Internetworking, Network layer in the Internet: IPv4 protocol, IP Addresses, IPv6 protocol, Internet Control Protocols: ICMP, ARP, RARP, BOOTP, and DHCP. , Transport Layer: Transport Services: Services provided to Upper layer, Transport service primitives, Berkeley Sockets Elements of Transport protocols: Addressing, Error and Flow Control, Multiplexing, Crash Recovery, Connection management. Internet Transport Protocols: TCP: Service Model, TCP Protocol, Segment header, TCP Connection establishment and Release, TCP Connection management, TCP Sliding Window, Timer management, TCP Congestion Control. UDP: Protocol, UDP Header , Hyderabad M G I T ( A ) , H y d e r a b a d MR- B.Tech. CSE , Application Layer: Domain name system- DNS Name Space, Resource records, Name Servers. SNMP, Electronic Mail: Architecture and Services, User Agent, Message Formats, Message Transfer, Final Delivery. SMTP, POP3, ICMP. File transfers: FTP, TFTP, Telnet."
Mahatma Gandhi Institute of Technology (MGIT),CS503PC,DevOps,"Introduction: Introduction, Agile development model, DevOps, and ITIL. DevOps process and Continuous Delivery, Release management, Scrum, Kanban, delivery pipeline, bottlenecks, examples , Software development models and DevOps: DevOps Lifecycle for Business Agility, DevOps, and Continuous Testing. DevOps influence on Architecture: Introducing software architecture, the monolithic scenario, Architecture rules of thumb, The separation of concerns, Handling database migrations, Microservices, and the data tier, DevOps, architecture, and resilience. , Introduction to project management: The need for source code control, The history of source code management, Roles and code, source code management system and migrations, Shared authentication, Hosted Git servers, Different Git server implementations, Docker intermission, Gerrit, The pull request model, GitLab. , Integrating the system: Build systems, Jenkins build server, managing build dependencies, Jenkins plugins, and file system layout, The host server, build slaves, Software on the host, Triggers, Job chaining and build pipelines, build servers and infrastructure as code, building by dependency order, Build phases, Alternative build servers, Collating quality measures. , Testing Tools and automation: Various types of testing, Automation of testing Pros and cons, Selenium - Introduction, Selenium features, JavaScript testing, Testing backend integration points, Test-driven development, REPL-driven development Deployment of the system: Deployment systems, Virtualization stacks, code execution at the client, Puppet master and agents, Ansible, Deployment tools: Chef, Salt Stack and Docker , Hyderabad M G I T ( A ) , H y d e r a b a d M G I T ( A ) , H y d e r a b a d M G I T ( A ) , H y d e r a b a d MR- B.Tech. CSE , Concurrency: Introduction, Introduction to Subprogram Level Concurrency, Semaphores, Monitors, Message Passing, Java Threads, Concurrency in Function Languages, Statement Level Concurrency. Exception Handling and Event Handling: Introduction, Exception Handling in Ada, C++, Java, Introduction to Event Handling, Event Handling with Java and C#. , Functional Programming Languages: Introduction, Mathematical Functions, Fundamentals of Functional Programming Language, LISP, Support for Functional Programming in Primarily Imperative Languages, Comparison of Functional and Imperative Languages Logic Programming Language: Introduction, an Overview of Logic Programming, Basic Elements of Prolog, Applications of Logic Programming. Scripting Language: Pragmatics, Key Concepts, Case Study: Python Values and Types, Variables, Storage and Control, Bindings and Scope, Procedural Abstraction, Data Abstraction, Separate Compilation, Module Library. (TextBook2)"
Mahatma Gandhi Institute of Technology (MGIT),CS513PE,Embedded Systems,"Introduction to Embedded Systems: Definition of Embedded System, Embedded Systems Vs General Computing Systems, History of Embedded Systems, Classification of Embedded Systems, Major application areas, Purpose of Embedded Systems, Characteristics and Quality attributes of Embedded Systems. , The Typical Embedded System: Core of the Embedded System, Memory, Sensors and Actuators, Communication Interface, Embedded Firmware, Other System components. , Embedded Firmware Design and Development: Embedded Firmware Design, Embedded Firmware Development Languages, Programming in Embedded C. , RTOS Based Embedded System Design: Operating System basics, Types of Operating Systems, Tasks, Process, Threads, Multiprocessing and Multi-tasking, Task Scheduling, Threads-Processes-Scheduling putting them together, Task Communication, Task Synchronization, Device Drivers, how to choose an RTOS , Integration and Testing of Embedded Hardware and Firmware: Integration of Hardware and Firmware, Boards Bring upThe Embedded System Development Environment: The Integrated Development Environment (IDE), Types of files generated on Cross- Compilation, Disassembler/ Decompiler, Simulators, Emulators and Debugging, Target Hardware Debugging, Boundary Scan. , Hyderabad M G I T ( A ) , H y d e r a b a d M G I T ( A ) , H y d e r a b a d M G I T ( A ) , H y d e r a b a d MR- B.Tech. CSE , Graph Matrices and Application Graph Matrices and Application: Motivational overview, matrix of graph, relations, power of amatrix, node reduction algorithm, building tools. (Student should be given an exposure to a tool like Jmeter/selenium/soapUI/Catalon)."
Mahatma Gandhi Institute of Technology (MGIT),CS522PE,NATURAL LANGUAGE PROCESSING,"Finding the Structure of Words: Words and Their Components, Issues and Challenges, Morphological Models Finding the Structure of Documents: Introduction, Methods, Complexity of the Approaches, Performances of the Approaches , Syntax Analysis: Parsing Natural Language, Treebanks: A Data-Driven Approach to Syntax, Representation of Syntactic Structure, Parsing Algorithms, Models for Ambiguity Resolution in Parsing, Multilingual Issues. , Semantic Parsing: Introduction, Semantic Interpretation, System Paradigms, Word Sense Systems, Software. , Predicate-Argument Structure, Meaning Representation Systems, Software. , Discourse Processing: Coherence, Building hierarchical discourse structure, Reference Resolution Language Modelling: Introduction, N-Gram Models, Language Model Evaluation, Parameter Estimation, Language Model Adaptation, Types of Language Models, Language-Specific Modelling Problems, Multilingual and Cross lingual Language Modelling , Hyderabad M G I T ( A ) , H y d e r a b a d MR- B.Tech. CSE"
Mahatma Gandhi Institute of Technology (MGIT),CS523PE,DATA SCIENCE,"Introduction to Data Science, Big Data and Data Science hype and getting past the hype Datafication, Current landscape of perspectives, Skill sets needed, Statistical Inference, Populations and samples, Statistical modeling, probability distributions, fitting a model - Intro to R , Exploratory Data Analysis and the Data Science Process - Basic tools (plots, graphs, and summary statistics) of EDA - Philosophy of EDA - The Data Science Process - Case Study: Real Direct (online real estate firm) - Three Basic Machine Learning Algorithms, Linear Regression - k-Nearest Neighbours (k- NN) - k-means , One More Machine Learning Algorithm and Usage in Applications - Motivating application: Filtering Spam - Why Linear Regression and k-NN are poor choices for Filtering Spam - Naive Bayes and why it works for Filtering Spam , Data Wrangling: APIs and other tools for scrapping the Web - Feature Generation and Feature Selection (Extracting Meaning from Data) - Motivating application: user (customer) retention - Feature Generation (brainstorming, role of domain expertise, and place for imagination) - Feature Selection algorithms Filters; Wrappers; Decision Trees; Random Forests , Hyderabad M G I T ( A ) , H y d e r a b a d MR- B.Tech. CSE , Data Visualization - Basic principles, ideas and tools for data visualization - Examples of inspiring (industry) projects - Exercise: create your own visualization of a complex dataset - Data Science and Ethical Issues - Discussions on privacy, security, ethics - A look back at Data Science - Next-generation data scientists Suggested Readings: . Doing Data Science, Straight Talk from The Frontline. Cathy ONeil and Rachel Schutt, OReilly, . Mining of Massive Datasets v2., Jure Leskovek, Anand Rajaraman and Jeffrey Ullman, Cambridge University Press, . Machine Learning: A Probabilistic Perspective, Kevin P. Murphy, (ISBN )"
Mahatma Gandhi Institute of Technology (MGIT),MC501HS,Intellectual Property Rights,"INTRODUCTION TO INTELLECTUAL PROPERTY Introduction of IPR-Meaning of intellectual property, types of intellectual property-trademarks, copyrights, patents, trade secrets, importance of intellectual property rights, International organizations- WTO-WIPO-USPTO-INTA, International Conventions, agencies and treaties- Paris Convention-Berne Convention- Madrid Protocol-NAFTA-PCT-GATT-TRIPS. , TRADEMARKS Trademarks: Purpose and functions of Trademarks-Categories of marks, acquisition of trademark rights - Protectable matter - Selecting and evaluating Trademark- Trademark registration process Trademark Infringement - Remedies for infringement of Trademarks-New developments in Trademark Law- International Trademarks Law. , COPYRIGHT Copyrights-Fundamentals of Copyright Law - Requirements of Copyrightability - Originality of material, fixation of material, Authorship works, exclusions from copyright protection- Rights of Copyright Owner-Right of reproduction of copyrighted work, right to do derivative works ,right to distribute copies of the copyrighted work, right to perform the work publicly, right to display the copyrighted work, Copyright Ownership issues Joint Works, Works made for Hire, Specially commissioned works, Copyright Registration - Notice of Copyright Copyright Infringement - Remedies for infringement in Copyrights- New developments in Copyright Law- International Copyright Law. , Hyderabad M G I T ( A ) , H y d e r a b a d MR- B.Tech. CSE , PATENTS Concept of Patent - Classification Utility Patents Design Patents and Plant Patents, Patent searching process-Types of Patent Applications-Patent Registration Process, Ownership, Transfer, Assignment and Licensing of Patent-Patent Infringement, Remedies for Infringement of Patents, New developments in Patent Law- International Patent Law. , TRADE SECRETS & LAW OF UNFAIR COMPETITION Trade Secrets: Trade secret law, determination of trade secret status, measures for protecting trade secret status-Liability for misappropriation of trade secrets, protection for submissions, trade secret litigation. New developments in Trade secrets Law - International Trade Secret law. Law of Unfair Competition: Passing off, Misappropriation, Right of publicity, Dilution of trademarks, Product disparagement, False advertising, Internet Piracy."
Mahatma Gandhi Institute of Technology (MGIT),MC501ES,CYBER SECURITY,"Introduction to Cyber Security: Basic Cyber Security Concepts, layers of security, Vulnerability, threat, Harmful acts, Internet Governance Challenges and Constraints, Computer Criminals, CIA Triad, Assets and Threat, motive of attackers, active attacks, passive attacks, Software attacks, hardware attacks, Spectrum of attacks, Taxonomy of various attacks, IP spoofing, Methods of defence, Security Models, risk management, Cyber Threats-Cyber Warfare, Cyber Crime, Cyber terrorism, Cyber Espionage, etc., Comprehensive Cyber Security Policy. , Cyberspace and the Law & Cyber Forensics: Introduction, Cyber Security Regulations, Roles of International Law. The INDIAN Cyberspace, National Cyber Security Policy. Introduction, Historical background of Cyber forensics, Digital Forensics Science, The Need for Computer Forensics, Cyber Forensics and Digital evidence, Forensics Analysis of Email, Digital Forensics Lifecycle, Forensics Investigation, Challenges in Computer Forensics, Special Techniques for Forensics Auditing. , Cybercrime: Mobile and Wireless Devices: Introduction, Proliferation of Mobile and Wireless Devices, Trends in Mobility, Credit card Frauds in Mobile and Wireless Computing Era, Security Challenges Posed by Mobile Devices, Registry Settings for Mobile Devices, Authentication service Security, Attacks on Mobile/Cell Phones, Mobile Devices: Security Implications for Organizations, Organizational Measures for Handling Mobile, Organizational Security Policies and Measures in Mobile Computing Era, Laptops. , Cyber Security: Organizational Implications: Introduction cost of cybercrimes and IPR issues, web Threats for organizations, security and privacy implications, social media marketing: security risks and perils for organizations, social computing and the associated challenges for organizations. Cybercrime and Cyber terrorism: Introduction, intellectual property in cyberspace, the ethical dimension of cybercrimes the psychology, mindset and skills of hackers and other cyber criminals. , Hyderabad M G I T ( A ) , H y d e r a b a d MR- B.Tech. CSE , Privacy Issues: Basic Data Privacy Concepts: Fundamental Concepts, Data Privacy Attacks, Data linking and profiling, privacy policies and their specifications, privacy policy languages, privacy in different domains- medical, financial, etc. Cybercrime: Examples and Mini-Cases Examples: Official Website of Maharashtra Government Hacked, Indian Banks Lose Millions of Rupees, Parliament Attack, Pune City Police Bust Nigerian Racket, e-mail spoofing instances. Mini-Cases: The Indian Case of online Gambling, An Indian Case of Intellectual Property Crime, Financial Frauds in Cyber Domain."
Mahatma Gandhi Institute of Technology (MGIT),MC502ES,Artificial Intelligence,"Introduction: AI problems, Agents and Environments, Structure of Agents, Problem Solving Agents Basic Search Strategies: Problem Spaces, Uninformed Search (Breadth-First, Depth-First Search, Depth-first with Iterative Deepening), Heuristic Search (Hill Climbing, Generic Best-First, A*), Constraint Satisfaction (Backtracking, Local Search) , Advanced Search: Constructing Search Trees, Stochastic Search, A* Search Implementation, Minimax Search, Alpha- Beta Pruning Basic Knowledge Representation and Reasoning: Propositional Logic, First-Order Logic, Forward Chaining and Backward Chaining, Introduction to Probabilistic Reasoning, Bayes Theorem , Advanced Knowledge Representation and Reasoning: Knowledge Representation Issues, Non- monotonic Reasoning, Other Knowledge Representation Schemes Reasoning Under Uncertainty: Basic probability, Acting Under Uncertainty, Bayes Rule, Representing Knowledge in an Uncertain Domain, Bayesian Networks , Learning: What Is Learning? Rote Learning, Learning by Taking Advice, Learning in Problem Solving, Learning from Examples, Winstons Learning Program, Decision Trees. , Expert Systems: Representing and Using Domain Knowledge, Shell, Explanation, Knowledge Acquisition. TEXT BOOK: . Artificial Intelligence, Elaine Rich, Kevin Knight, Shivasankar B. Nair, The McGraw Hillpublications, Third Edition, , Hyderabad M G I T ( A ) , H y d e r a b a d , Unsupervised learning- Clustering, Hierarchical and partitional clustering, k means algorithm, ensemble learning-Boosting Bagging. Reinforcement Learning Introduction, the learning task, Qlearning, non- deterministic, rewards and actions, temporal difference learning."
